gender,description,link_color,profileimage,sidebar_color,text,cln_desc,cln_text,saved_image
male,I speak for the trees,2FC2EF,https://pbs.twimg.com/profile_images/469652232787333123/6E4_-Y3W_normal.jpeg,181A1E,"@jswright61 Same thought process here. I???m hoping the delivery estimates are conservative, and it will get here this weekend.",i speak for the trees,@jswright61 same thought process here i???m hoping the delivery estimates are conservative and it will get here this weekend.,../img/6E4_-Y3W_normal.jpeg
female,Teacher of English. Poulton-le-Fylde,0084B4,https://pbs.twimg.com/profile_images/378800000143760415/742337cbff6909dc7118dd0896fe254d_normal.jpeg,C0DEED,@Hodgsonacademy @Tingemeister All students collected and staff are on their way home. A fab trip had by all. Enjoy the half term everyone!,teacher of english poulton-le-fylde,@hodgsonacademy tingemeister all students collected and staff are on their way home a fab trip had by all enjoy the half term everyone!,../img/742337cbff6909dc7118dd0896fe254d_normal.jpeg
female,"Senior Lecturer in French and Francophone Studies, Lancaster University. President of SFPS. Interested in Francophone and Anglophone African literature.",0084B4,https://pbs.twimg.com/profile_images/344513261573472299/7175d8a26cf200d84d3ffa5494ec83e1_normal.jpeg,C0DEED,What's new about West African literature? https://t.co/5g7Y1297WI,senior lecturer in french and francophone studies lancaster university president of sfps interested in francophone and anglophone african literature.,what's new about west african literature https://t.co/5g7y1297wi,../img/7175d8a26cf200d84d3ffa5494ec83e1_normal.jpeg
male,"Look Back, Thank God, Look Forward, Trust God",0084B4,https://pbs.twimg.com/profile_images/616326982175854592/yFU6j3wV_normal.jpg,C0DEED,@bigjimmurray Actually feels kind of awkward listening to Felger and Mazz praise Brady/Pats. Mike trying to get support before dunk tank ?,look back thank god look forward trust god,@bigjimmurray actually feels kind of awkward listening to felger and mazz praise brady/pats mike trying to get support before dunk tank ,../img/yFU6j3wV_normal.jpg
male,Many interests Politics World USA Astronomy Astrology Yoga Nature  Photography Game of Thrones  etc.. and not necessarily in this order lol !!,0084B4,https://pbs.twimg.com/profile_images/562072496242180096/arbbLMUD_normal.jpeg,C0DEED,"Retweeted Ron Futrell (@RonFutrell):

Words of wisdom, and warning from Dutch Reagan. https://t.co/YXYrkKJAhg https://t.co/IRsfqjefkW",many interests politics world usa astronomy astrology yoga nature photography game of thrones etc. and not necessarily in this order lol !,retweeted ron futrell @ronfutrell) words of wisdom and warning from dutch reagan https://t.co/yxyrkkjahg https://t.co/irsfqjefkw,../img/arbbLMUD_normal.jpeg
female,It simply is not cost affective to cover stories from independent sources.,0084B4,https://pbs.twimg.com/profile_images/488949771705384961/pfs8MKED_normal.jpeg,C0DEED,"Build a Transforming Workbench, Desk, and Storage Unit: If you don???t have a lot of space, you need to make creative use of what you h...",it simply is not cost affective to cover stories from independent sources.,build a transforming workbench desk and storage unit if you don???t have a lot of space you need to make creative use of what you h...,../img/pfs8MKED_normal.jpeg
female,"Artistic Nail Therapist/Savvy Brow Archer/Pro Self Portrait Flickr Passionate hugger/Expert Story Fabricator 
@LuxeNails215
LuxeNails215@gmail.com",0084B4,https://pbs.twimg.com/profile_images/2378051669/Lisan1201_normal.jpg,C0DEED,"This display, food and service was AMAZING!!! _???_???_??? https://t.co/FaRtHRqUxJ #luxenails215 https://t.co/P3lmhkkAD9",artistic nail therapist/savvy brow archer/pro self portrait flickr passionate hugger/expert story fabricator @luxenails215 luxenails215@gmail.com,this display food and service was amazing!! _???_???_?? https://t.co/farthrquxj luxenails215 https://t.co/p3lmhkkad9,../img/Lisan1201_normal.jpg
male,"Attorney, activist, with dreams of the NFL",0084B4,https://pbs.twimg.com/profile_images/1670727846/jbr_normal.jpg,C0DEED,"Apparently there is a entire TV show dedicated to ""Tween"" dancing. The star is now under federal indictment for... https://t.co/Pxo883Wvf4",attorney activist with dreams of the nfl,apparently there is a entire tv show dedicated to tween dancing the star is now under federal indictment for.. https://t.co/pxo883wvf4,../img/jbr_normal.jpg
female,"sick of the world and every fucker in it. 
Some odd thoughts posted, take them or from them with my blessing, just don't bother me",0084B4,https://pbs.twimg.com/profile_images/652805402481029120/XWADptoV_normal.jpg,C0DEED,"One of these days, a family on #EastEnders will sit and go thru holiday snaps &amp; FREAK THE FUCK OUT when they don't recognise ANY of the kids",sick of the world and every fucker in it some odd thoughts posted take them or from them with my blessing just don't bother me,one of these days a family on eastenders will sit and go thru holiday snaps amp freak the fuck out when they don't recognise any of the kids,../img/XWADptoV_normal.jpg
male,alphie (peach puff) ??? 25 ??? they/them ??? prince or rare pairs ??? Samsara on AO3 (author of Hot Pink) ??? header by sheenaxzelos,A64921,https://pbs.twimg.com/profile_images/650419420800634880/K2yM4azx_normal.jpg,FFFFFF,@sleepyficteer chances are. they're happy they ruined someone's mental health. and they brag about it.,alphie peach puff ? 25 ? they/them ? prince or rare pairs ? samsara on ao3 author of hot pink ? header by sheenaxzelos,@sleepyficteer chances are they're happy they ruined someone's mental health and they brag about it.,../img/K2yM4azx_normal.jpg
female,"Multiplatform editor and writer at The Washington Post. Great writing is all that matters. Retweets and follows aren't endorsements, folks.",9266CC,https://pbs.twimg.com/profile_images/657770010367127552/LpYNdSox_normal.jpg,C0DEED,"Pretending I didn't see this. No, sirree: https://t.co/S4fnXOcS2l",multiplatform editor and writer at the washington post great writing is all that matters retweets and follows aren't endorsements folks.,pretending i didn't see this no sirree https://t.co/s4fnxocs2l,../img/LpYNdSox_normal.jpg
female,Your most unhappy customers are your greatest source of learning.,0084B4,https://pbs.twimg.com/profile_images/474088216853610496/zmT5_ye-_normal.jpeg,C0DEED,"Build a Transforming Workbench, Desk, and Storage Unit: If you don???t have a lot of space, you need to make creative use of what you h...",your most unhappy customers are your greatest source of learning.,build a transforming workbench desk and storage unit if you don???t have a lot of space you need to make creative use of what you h...,../img/zmT5_ye-_normal.jpeg
female,"Friendship is the source of the greatest pleasures, and without friends even the most agreeable pursuits become tedious.",0084B4,https://pbs.twimg.com/profile_images/478768645502300160/TLCJaegs_normal.jpeg,C0DEED,"Build a Transforming Workbench, Desk, and Storage Unit: If you don???t have a lot of space, you need to make creative use of what you h...",friendship is the source of the greatest pleasures and without friends even the most agreeable pursuits become tedious.,build a transforming workbench desk and storage unit if you don???t have a lot of space you need to make creative use of what you h...,../img/TLCJaegs_normal.jpeg
female,"I'm rich, but I have no money. I am rich because I have many friends... friends who are kind, honest and caring trustworthy.",0084B4,https://pbs.twimg.com/profile_images/469080554399215616/kv0kYKCM_normal.jpeg,C0DEED,"Build a Transforming Workbench, Desk, and Storage Unit: If you don???t have a lot of space, you need to make creative use of what you h...",i'm rich but i have no money i am rich because i have many friends.. friends who are kind honest and caring trustworthy.,build a transforming workbench desk and storage unit if you don???t have a lot of space you need to make creative use of what you h...,../img/kv0kYKCM_normal.jpeg
female,Hurting them with the truth is better than killing them with a lie,0084B4,https://pbs.twimg.com/profile_images/471607592729321472/27G2JNs1_normal.jpeg,C0DEED,"Build a Transforming Workbench, Desk, and Storage Unit: If you don???t have a lot of space, you need to make creative use of what you h...",hurting them with the truth is better than killing them with a lie,build a transforming workbench desk and storage unit if you don???t have a lot of space you need to make creative use of what you h...,../img/27G2JNs1_normal.jpeg
female,"Consultant, Founder/Editor in Chief, @THEFASHIONLAW. info.thefashionlaw@gmail.com",0084B4,https://pbs.twimg.com/profile_images/639459139031334912/T5A-bfHm_normal.jpg,C0DEED,"Squad goals. (Sidney, Stella and Raf) https://t.co/4F511y6z9B",consultant founder/editor in chief thefashionlaw info.thefashionlaw@gmail.com,squad goals sidney stella and raf https://t.co/4f511y6z9b,../img/T5A-bfHm_normal.jpg
female,"Wanna end childhood cancer and all cancers. Simple as that. Maya Thompson, Ronan Thompson, Rachel Joy Scott, and Mitch Lucker are the centers of my life.",0084B4,https://abs.twimg.com/sticky/default_profile_images/default_profile_2_normal.png,C0DEED,@StJude I hate cancer. I will be keeping Sofia in my thoughts and heart.,wanna end childhood cancer and all cancers simple as that maya thompson ronan thompson rachel joy scott and mitch lucker are the centers of my life.,@stjude i hate cancer i will be keeping sofia in my thoughts and heart.,../img/default_profile_2_normal.png
female,"The naked truth, is ALWAYS better than a well dressed lie.",0084B4,https://pbs.twimg.com/profile_images/471621616070176768/fypsYwaH_normal.jpeg,C0DEED,"Build a Transforming Workbench, Desk, and Storage Unit: If you don???t have a lot of space, you need to make creative use of what you h...",the naked truth is always better than a well dressed lie.,build a transforming workbench desk and storage unit if you don???t have a lot of space you need to make creative use of what you h...,../img/fypsYwaH_normal.jpeg
male,SINGER/SONG&LYRICS WRITER,0084B4,https://pbs.twimg.com/profile_images/378800000343708341/418bee1eefd712da133522b553e57395_normal.jpeg,C0DEED,Ani Christy and Armeni - Chem karogh (2010) https://t.co/OHm3j7niEk,singer/song&lyrics writer,ani christy and armeni chem karogh 2010 https://t.co/ohm3j7niek,../img/418bee1eefd712da133522b553e57395_normal.jpeg
male,Law Firm Librarian / Research Analyst / Retired,0099CC,https://pbs.twimg.com/profile_images/818433926/DHW_Spoof_normal.jpg,FFF8AD,Law - Corporate  Mergers and Acquisitions - Digital Edition - https://t.co/Wyvt6Bs3jk,law firm librarian research analyst retired,law corporate mergers and acquisitions digital edition https://t.co/wyvt6bs3jk,../img/DHW_Spoof_normal.jpg
male,Unappreciated socialist,0084B4,https://pbs.twimg.com/profile_images/378800000615491760/fdc4f5b9a7ade246cd54f19668f9337e_normal.jpeg,C0DEED,@prich10 Looking forward to you and @TDLockett12 taking the top off the league for the rest of the season!,unappreciated socialist,@prich10 looking forward to you and tdlockett12 taking the top off the league for the rest of the season!,../img/fdc4f5b9a7ade246cd54f19668f9337e_normal.jpeg
male,"Rockford Public Schools Superintendent Ehren Jarrett serves a district of more than 28,000 students. Follow @rps205 for more RPS updates.",0084B4,https://pbs.twimg.com/profile_images/601129891967315968/GlyhTZRe_normal.jpg,C0DEED,"@RPS205 CAPA (Creative and Peforming Arts) open house on October 27th
https://t.co/w1TkffA7Ie","rockford public schools superintendent ehren jarrett serves a district of more than 28,000 students follow rps205 for more rps updates.",@rps205 capa creative and peforming arts open house on october 27th https://t.co/w1tkffa7ie,../img/GlyhTZRe_normal.jpg
female,"Give me chastity and continence, but not yet.",0084B4,https://pbs.twimg.com/profile_images/629215312810868736/4KFs0gLj_normal.jpg,C0DEED,A census taker once tried to test me. I ate his liver with some fava beans and a nice Chianti.,give me chastity and continence but not yet.,a census taker once tried to test me i ate his liver with some fava beans and a nice chianti.,../img/4KFs0gLj_normal.jpg
male,"Comedian, Writer, Producer and Podcaster.
Will sell out for M&M's 
(http://t.co/SW4H30bpAg) or
http://t.co/dxx5UGphXF or also on iTunes",2FC2EF,https://pbs.twimg.com/profile_images/519715798319775744/VuKM0HSf_normal.jpeg,181A1E,The Jacarandas are out and I have my winter coat back on. Make up your mind Mother Nature,comedian writer producer and podcaster will sell out for m&m's (http://t.co/sw4h30bpag or http://t.co/dxx5ugphxf or also on itunes,the jacarandas are out and i have my winter coat back on make up your mind mother nature,../img/VuKM0HSf_normal.jpeg
female,"A Kiwixican (Mexican by passport, New Zealander by heart) transplanted to Malaysia trying to conquer the world eating one different cuisine at the time.",0084B4,https://pbs.twimg.com/profile_images/1512468294/Barcelona_normal.jpg,C0DEED,Damn! i think has been year and a half without staying at a real hostel!! at least i got the bottom bunk bed!! :D,a kiwixican mexican by passport new zealander by heart transplanted to malaysia trying to conquer the world eating one different cuisine at the time.,damn i think has been year and a half without staying at a real hostel! at least i got the bottom bunk bed! d,../img/Barcelona_normal.jpg
male,Enlightenment Thinker.  People are good and trustworthy.  They should run our government and have a voice.,0084B4,https://abs.twimg.com/sticky/default_profile_images/default_profile_6_normal.png,C0DEED,Everyone please forgive Jay Z for his language in his songs.  He is a good person and very trustworthy.,enlightenment thinker people are good and trustworthy they should run our government and have a voice.,everyone please forgive jay z for his language in his songs he is a good person and very trustworthy.,../img/default_profile_6_normal.png
